ux_l,ux_r,uy_t,uy_b
 2.364430777506888e-08, 4.5310710085928364e-08, 1.789007480368058e-07, 2.0057186088774318e-07
 1.9159755031451464e-08, 3.704806592784134e-08, 1.6100214171378642e-07, 1.789007480368058e-07
 1.5945631650773723e-08, 3.1034427215028425e-08, 1.4590812194406782e-07, 1.6100214171378642e-07
 1.3582185624809737e-08, 2.656349996843848e-08, 1.3292621067224818e-07, 1.4590812194406782e-07
 1.1813920701720313e-08, 2.3187236024114813e-08, 1.2155280887715542e-07, 1.3292621067224818e-07
 1.0465258753804584e-08, 2.061098370776999e-08, 1.114231077923336e-07, 1.2155280887715542e-07
 9.435518699674493e-09, 1.8631986138629607e-08, 1.0224435175973367e-07, 1.114231077923336e-07
 8.642500261520712e-09, 1.7107496316848107e-08, 9.379669391520954e-08, 1.0224435175973367e-07
 8.032140950724016e-09, 1.5933324477347266e-08, 8.59208431342039e-08, 9.379669391520954e-08
 7.567531087411287e-09, 1.5032278448900474e-08, 7.848059850179413e-08, 8.59208431342039e-08
 7.211554944370076e-09, 1.4342740113879602e-08, 7.136555758963671e-08, 7.848059850179413e-08
 6.946253659925011e-09, 1.382626026346825e-08, 6.448676744527115e-08, 7.136555758963671e-08
 6.751402641555486e-09, 1.344567100471786e-08, 5.777193482701422e-08, 6.448676744527115e-08
 6.607899534172754e-09, 1.3177273115072462e-08, 5.118524977742923e-08, 5.777193482701422e-08
 6.512734695827698e-09, 1.2992096143138224e-08, 4.4681977139845694e-08, 5.118524977742923e-08
 6.446944934193212e-09, 1.2873396064964498e-08, 3.824252497192572e-08, 4.4681977139845694e-08
 6.408747350015972e-09, 1.2803154536301948e-08, 3.1844534496416704e-08, 3.824252497192572e-08
 6.388756407277257e-09, 1.2764932415844273e-08, 2.546727394322368e-08, 3.1844534496416704e-08
 6.376212292310843e-09, 1.2747201010299477e-08, 1.9096973424648576e-08, 2.546727394322368e-08
 6.376853898750789e-09, 1.2742171712363545e-08, 1.2728062846434126e-08, 1.9096973424648576e-08
 6.374901880185182e-09, 1.2743963688655377e-08, 6.3661660206686905e-09, 1.2728062846434126e-08
 6.376655714193393e-09, 1.2745007564050248e-08, -0.0, 6.3661660206686905e-09
 7.914191987960379e-07, 5.480468721803153e-07, 2.4337735165228565e-07, -0.0
 5.174002008559699e-07, 4.3798236257401644e-07, 3.227898130586351e-07, 2.4337735165228565e-07
 3.227898130586669e-07, 3.227895099169236e-07, 3.227895099167649e-07, 3.227898130586351e-07
 2.075969604013836e-07, 2.340163906165435e-07, 2.963744464002036e-07, 3.227895099167649e-07
 1.4027832549763e-07, 1.7165728395150777e-07, 2.6500662089447085e-07, 2.963744464002036e-07
 9.961678301289183e-08, 1.2883510927377825e-07, 2.357909611361411e-07, 2.6500662089447085e-07
 7.392015643721539e-08, 9.926162700457561e-08, 2.104633142318597e-07, 2.357909611361411e-07
 5.695467637728397e-08, 7.84825305373272e-08, 1.8892789459638758e-07, 2.104633142318597e-07
 4.5310710085928364e-08, 6.358508057970245e-08, 1.706381038787188e-07, 1.8892789459638758e-07
 3.704806592784134e-08, 5.269381796610319e-08, 1.549885030009735e-07, 1.706381038787188e-07
 3.1034427215028425e-08, 4.458075855910019e-08, 1.4143719469747786e-07, 1.549885030009735e-07
 2.656349996843848e-08, 3.8449820377476625e-08, 1.2954994672792453e-07, 1.4143719469747786e-07
 2.3187236024114813e-08, 3.3766713799779406e-08, 1.1897655656081059e-07, 1.2954994672792453e-07
 2.061098370776999e-08, 3.015620864452638e-08, 1.0944411022319321e-07, 1.1897655656081059e-07
 1.8631986138629607e-08, 2.736608167113667e-08, 1.0071986193795216e-07, 1.0944411022319321e-07
 1.7107496316848107e-08, 2.520731367722993e-08, 9.26225220757087e-08, 1.0071986193795216e-07
 1.5933324477347266e-08, 2.3541404598937442e-08, 8.501979710575711e-08, 9.26225220757087e-08
 1.5032278448900474e-08, 2.22621867643147e-08, 7.779106016677326e-08, 8.501979710575711e-08
 1.4342740113879602e-08, 2.1290807004776498e-08, 7.084907773922534e-08, 7.779106016677326e-08
 1.382626026346825e-08, 2.0564709429511312e-08, 6.410617818652076e-08, 7.084907773922534e-08
 1.344567100471786e-08, 2.0036032744562132e-08, 5.750353693736883e-08, 6.410617818652076e-08
 1.3177273115072462e-08, 1.9660726979044165e-08, 5.1000072805495e-08, 5.750353693736883e-08
 1.2992096143138224e-08, 1.941055297961021e-08, 4.4563277061671965e-08, 5.1000072805495e-08
 1.2873396064964498e-08, 1.9252127584568006e-08, 3.817228344326317e-08, 4.4563277061671965e-08
 1.2803154536301948e-08, 1.9163519564205233e-08, 3.1806312375959035e-08, 3.817228344326317e-08
 1.2764932415844273e-08, 1.9120872500067257e-08, 2.544954253767889e-08, 3.1806312375959035e-08
 1.2747201010299477e-08, 1.9104624751093434e-08, 1.9091944126712647e-08, 2.544954253767889e-08
 1.2742171712363545e-08, 1.9107707823267232e-08, 1.2729854822725956e-08, 1.9091944126712647e-08
 1.2743963688655377e-08, 1.9113280595885075e-08, 6.367209896063562e-09, 1.2729854822725956e-08
 1.2745007564050248e-08, 1.911733214346257e-08, -0.0, 6.367209896063562e-09
 5.480468721803153e-07, 4.1474679355749807e-07, 1.3331284204598683e-07, -0.0
 4.3798236257401644e-07, 3.636930813041794e-07, 2.075969604015423e-07, 1.3331284204598683e-07
 3.227895099169236e-07, 2.963744464000766e-07, 2.3401639061638482e-07, 2.075969604015423e-07
 2.340163906165435e-07, 2.3401533973529483e-07, 2.3401533973516788e-07, 2.3401639061638482e-07
 1.7165728395150777e-07, 1.8350220731554498e-07, 2.221844462167413e-07, 2.3401533973516788e-07
 1.2883510927377825e-07, 1.4481903698762627e-07, 2.0621747886693847e-07, 2.221844462167413e-07
 9.926162700457561e-08, 1.1581205423196748e-07, 1.896842177646113e-07, 2.0621747886693847e-07
 7.84825305373272e-08, 9.413951137728103e-08, 1.740304446387628e-07, 1.896842177646113e-07
 6.358508057970245e-08, 7.786769383095293e-08, 1.5974684126511953e-07, 1.740304446387628e-07
 5.269381796610319e-08, 6.554836296757286e-08, 1.4687544359397051e-07, 1.5974684126511953e-07
 4.458075855910019e-08, 5.614238993561173e-08, 1.353062565158543e-07, 1.4687544359397051e-07
 3.8449820377476625e-08, 4.88927688276667e-08, 1.2486684015022733e-07, 1.353062565158543e-07
 3.3766713799779406e-08, 4.326192685190818e-08, 1.1536605140555756e-07, 1.2486684015022733e-07
 3.015620864452638e-08, 3.8884093426969025e-08, 1.0665398324980352e-07, 1.1536605140555756e-07
 2.736608167113667e-08, 3.546303106286751e-08, 9.856109394404543e-08, 1.0665398324980352e-07
 2.520731367722993e-08, 3.280579526703092e-08, 9.09566129974162e-08, 9.856109394404543e-08
 2.3541404598937442e-08, 3.075497195949621e-08, 8.374057927113438e-08, 9.09566129974162e-08
 2.22621867643147e-08, 2.9178127529937596e-08, 7.681968040723506e-08, 8.374057927113438e-08
 2.1290807004776498e-08, 2.799000434995954e-08, 7.012298016396016e-08, 7.681968040723506e-08
 2.0564709429511312e-08, 2.710596586136075e-08, 6.357750150157158e-08, 7.012298016396016e-08
 2.0036032744562132e-08, 2.6466440632048774e-08, 5.712823117185085e-08, 6.357750150157158e-08
 1.9660726979044165e-08, 2.6030439017801135e-08, 5.074989880606103e-08, 5.712823117185085e-08
 1.941055297961021e-08, 2.5737137344885874e-08, 4.4404851666629754e-08, 5.074989880606103e-08
 1.9252127584568006e-08, 2.556776735307275e-08, 3.8083675422900394e-08, 4.4404851666629754e-08
 1.9163519564205233e-08, 2.5479820131723737e-08, 3.176366531182105e-08, 3.8083675422900394e-08
 1.9120872500067257e-08, 2.5446389391825487e-08, 2.543329478870506e-08, 3.176366531182105e-08
 1.9104624751093434e-08, 2.545045884753693e-08, 1.9095027198886448e-08, 2.543329478870506e-08
 1.9107707823267232e-08, 2.546355400079148e-08, 1.2735427595343797e-08, 1.9095027198886448e-08
 1.9113280595885075e-08, 2.5487914225388045e-08, 6.371261443641058e-09, 1.2735427595343797e-08
 1.911733214346257e-08, 2.549793302257452e-08, -0.0, 6.371261443641058e-09
 4.1474679355749807e-07, 3.324945192291429e-07, 8.225912979266816e-08, -0.0
 3.636930813041794e-07, 3.056681633790503e-07, 1.4027832549743952e-07, 8.225912979266816e-08
 2.963744464000766e-07, 2.650066208944074e-07, 1.71657283951603e-07, 1.4027832549743952e-07
 2.3401533973529483e-07, 2.2218444621639215e-07, 1.83502207315418e-07, 1.71657283951603e-07
 1.8350220731554498e-07, 1.8350127588882263e-07, 1.8350127588882263e-07, 1.83502207315418e-07
 1.4481903698762627e-07, 1.5112385031706694e-07, 1.7721049611127968e-07, 1.8350127588882263e-07
 1.1581205423196748e-07, 1.2503427601376934e-07, 1.6801167490992487e-07, 1.7721049611127968e-07
 9.413951137728103e-08, 1.0439460040594694e-07, 1.5775862709243472e-07, 1.6801167490992487e-07
 7.786769383095293e-08, 8.819585515633008e-08, 1.4742751040173945e-07, 1.5775862709243472e-07
 6.554836296757286e-08, 7.549305179412874e-08, 1.374694705620094e-07, 1.4742751040173945e-07
 5.614238993561173e-08, 6.552267302308226e-08, 1.2805663540790928e-07, 1.374694705620094e-07
 4.88927688276667e-08, 5.768648099055726e-08, 1.1923599817446882e-07, 1.2805663540790928e-07
 4.326192685190818e-08, 5.150837942876026e-08, 1.109882179806184e-07, 1.1923599817446882e-07
 3.8884093426969025e-08, 4.663844326189597e-08, 1.0323292088570201e-07, 1.109882179806184e-07
 3.546303106286751e-08, 4.2812002797080305e-08, 9.590385814820883e-08, 1.0323292088570201e-07
 3.280579526703092e-08, 3.981404845345343e-08, 8.89057896898815e-08, 9.590385814820883e-08
 3.075497195949621e-08, 3.749306118932764e-08, 8.216373484157576e-08, 8.89057896898815e-08
 2.9178127529937596e-08, 3.57158644415243e-08, 7.5631557227257e-08, 8.216373484157576e-08
 2.799000434995954e-08, 3.4376785672430656e-08, 6.923894167536137e-08, 7.5631557227257e-08
 2.710596586136075e-08, 3.3399422426025996e-08, 6.29379762722596e-08, 6.923894167536137e-08
 2.6466440632048774e-08, 3.2705478041199075e-08, 5.669222955760322e-08, 6.29379762722596e-08
 2.6030439017801135e-08, 3.224058906866556e-08, 5.045659713314577e-08, 5.669222955760322e-08
 2.5737137344885874e-08, 3.195578592281448e-08, 4.423548167481664e-08, 5.045659713314577e-08
 2.556776735307275e-08, 3.180006485055034e-08, 3.799572820155138e-08, 4.423548167481664e-08
 2.5479820131723737e-08, 3.174267516073134e-08, 3.1730234571922796e-08, 3.799572820155138e-08
 2.5446389391825487e-08, 3.174324767818447e-08, 2.5437364244416507e-08, 3.1730234571922796e-08
 2.545045884753693e-08, 3.1776326574470746e-08, 1.9108122352140998e-08, 2.5437364244416507e-08
 2.546355400079148e-08, 3.182264673453775e-08, 1.2759787819940362e-08, 1.9108122352140998e-08
 2.5487914225388045e-08, 3.185996753836356e-08, 6.381280240827537e-09, 1.2759787819940362e-08
 2.549793302257452e-08, 3.1882217348872695e-08, -0.0, 6.381280240827537e-09
 3.324945192291429e-07, 2.77052966202145e-07, 5.543277394257554e-08, -0.0
 3.056681633790503e-07, 2.6148758771184927e-07, 9.961678301279661e-08, 5.543277394257554e-08
 2.650066208944074e-07, 2.3579096113607763e-07, 1.2883510927358778e-07, 9.961678301279661e-08
 2.2218444621639215e-07, 2.0621747886700195e-07, 1.448190369878485e-07, 1.2883510927358778e-07
 1.8350127588882263e-07, 1.7721049611102573e-07, 1.5112385031706694e-07, 1.448190369878485e-07
 1.5112385031706694e-07, 1.5112092180795034e-07, 1.5112092180798208e-07, 1.5112385031706694e-07
 1.2503427601376934e-07, 1.2879927744042356e-07, 1.4737199930210245e-07, 1.5112092180798208e-07
 1.0439460040594694e-07, 1.102282399852928e-07, 1.4155988184281784e-07, 1.4737199930210245e-07
 8.819585515633008e-08, 9.502854844946971e-08, 1.3472470703953813e-07, 1.4155988184281784e-07
 7.549305179412874e-08, 8.27148612828079e-08, 1.2749909179096292e-07, 1.3472470703953813e-07
 6.552267302308226e-08, 7.278782506396321e-08, 1.2022044337538427e-07, 1.2749909179096292e-07
 5.768648099055726e-08, 6.481459589127996e-08, 1.1305789661267181e-07, 1.2022044337538427e-07
 5.150837942876026e-08, 5.843983529897208e-08, 1.061182818137541e-07, 1.1305789661267181e-07
 4.663844326189597e-08, 5.3351280745146506e-08, 9.940648042088632e-08, 1.061182818137541e-07
 4.2812002797080305e-08, 4.931637293745463e-08, 9.290590380458196e-08, 9.940648042088632e-08
 3.981404845345343e-08, 4.614926156734377e-08, 8.658480242575572e-08, 9.290590380458196e-08
 3.749306118932764e-08, 4.368677426571143e-08, 8.038653809377242e-08, 8.658480242575572e-08
 3.57158644415243e-08, 4.181092581960575e-08, 7.429247845816335e-08, 8.038653809377242e-08
 3.4376785672430656e-08, 4.041530357696883e-08, 6.826157842895671e-08, 7.429247845816335e-08
 3.3399422426025996e-08, 3.94054113381108e-08, 6.224403188743269e-08, 6.826157842895671e-08
 3.2705478041199075e-08, 3.8717420628949886e-08, 5.6227340585069705e-08, 6.224403188743269e-08
 3.224058906866556e-08, 3.827846735186204e-08, 5.017179398729469e-08, 5.6227340585069705e-08
 3.195578592281448e-08, 3.8036698924188154e-08, 4.407976060255249e-08, 5.017179398729469e-08
 3.180006485055034e-08, 3.7941311148678216e-08, 3.793833851173238e-08, 4.407976060255249e-08
 3.174267516073134e-08, 3.7944223233096195e-08, 3.1730807089375935e-08, 3.793833851173238e-08
 3.174324767818447e-08, 3.8009637640034845e-08, 2.5470443140702782e-08, 3.1730807089375935e-08
 3.1776326574470746e-08, 3.809901016831244e-08, 1.9154442512208006e-08, 2.5470443140702782e-08
 3.182264673453775e-08, 3.819078777757454e-08, 1.2797108623766165e-08, 1.9154442512208006e-08
 3.185996753836356e-08, 3.826169135210726e-08, 6.403530051336675e-09, 1.2797108623766165e-08
 3.1882217348872695e-08, 3.8301475633475774e-08, -0.0, 6.403530051336675e-09
 2.77052966202145e-07, 2.371787506257736e-07, 3.986739545227983e-08, -0.0
 2.6148758771184927e-07, 2.2742879429182287e-07, 7.392015643702493e-08, 3.986739545227983e-08
 2.3579096113607763e-07, 2.104633142317645e-07, 9.926162700451212e-08, 7.392015643702493e-08
 2.0621747886700195e-07, 1.8968421776480178e-07, 1.1581205423187225e-07, 9.926162700451212e-08
 1.7721049611102573e-07, 1.6801167490982963e-07, 1.2503427601399153e-07, 1.1581205423187225e-07
 1.5112092180795034e-07, 1.473719993018485e-07, 1.287992774404553e-07, 1.2503427601399153e-07
 1.2879927744042356e-07, 1.288009618469082e-07, 1.288009618469717e-07, 1.287992774404553e-07
 1.102282399852928e-07, 1.1267660497135748e-07, 1.2636019030699476e-07, 1.288009618469717e-07
 9.502854844946971e-08, 9.89873283189272e-08, 1.224110198728763e-07, 1.2636019030699476e-07
 8.27148612828079e-08, 8.754657950843724e-08, 1.1757205557211822e-07, 1.224110198728763e-07
 7.278782506396321e-08, 7.809987186006806e-08, 1.1224721420270101e-07, 1.1757205557211822e-07
 6.481459589127996e-08, 7.036340764165221e-08, 1.0668313602036392e-07, 1.1224721420270101e-07
 5.843983529897208e-08, 6.407290513907349e-08, 1.0102972725992854e-07, 1.0668313602036392e-07
 5.3351280745146506e-08, 5.9005651365218786e-08, 9.537157261319447e-08, 1.0102972725992854e-07
 4.931637293745463e-08, 5.495660446110665e-08, 8.973879243447109e-08, 9.537157261319447e-08
 4.614926156734377e-08, 5.176754378373831e-08, 8.412231512412337e-08, 8.973879243447109e-08
 4.368677426571143e-08, 4.929677157519272e-08, 7.851068964766675e-08, 8.412231512412337e-08
 4.181092581960575e-08, 4.742937215512632e-08, 7.289685621552642e-08, 7.851068964766675e-08
 4.041530357696883e-08, 4.6060565538440026e-08, 6.725168619009868e-08, 7.289685621552642e-08
 3.94054113381108e-08, 4.5100969913584896e-08, 6.155604117827177e-08, 6.725168619009868e-08
 3.8717420628949886e-08, 4.44782507988161e-08, 5.5788387307981865e-08, 6.155604117827177e-08
 3.827846735186204e-08, 4.412101088493533e-08, 4.993002555962081e-08, 5.5788387307981865e-08
 3.8036698924188154e-08, 4.397445118057174e-08, 4.398437282704255e-08, 4.993002555962081e-08
 3.7941311148678216e-08, 4.397787499774831e-08, 3.794125059615037e-08, 4.398437282704255e-08
 3.7944223233096195e-08, 4.408196570040191e-08, 3.1796221496314585e-08, 3.794125059615037e-08
 3.8009637640034845e-08, 4.424420702252095e-08, 2.5559815668980377e-08, 3.1796221496314585e-08
 3.809901016831244e-08, 4.442127957813393e-08, 1.9246220121470103e-08, 2.5559815668980377e-08
 3.819078777757454e-08, 4.458387621135105e-08, 1.2868012198298889e-08, 1.9246220121470103e-08
 3.826169135210726e-08, 4.470442554858414e-08, 6.44331433270519e-09, 1.2868012198298889e-08
 3.8301475633475774e-08, 4.477111422449339e-08, -0.0, 6.44331433270519e-09
 2.371787506257736e-07, 2.070449922305273e-07, 3.0117439118329135e-08, -0.0
 2.2742879429182287e-07, 2.0057186088720356e-07, 5.695467637696654e-08, 3.0117439118329135e-08
 2.104633142317645e-07, 1.8892789459616534e-07, 7.84825305375494e-08, 5.695467637696654e-08
 1.8968421776480178e-07, 1.7403044463831842e-07, 9.41395113769001e-08, 7.84825305375494e-08
 1.6801167490982963e-07, 1.5775862709259343e-07, 1.0439460040601043e-07, 9.41395113769001e-08
 1.473719993018485e-07, 1.4155988184291306e-07, 1.10228239985515e-07, 1.0439460040601043e-07
 1.288009618469082e-07, 1.2636019030683605e-07, 1.1267660497142096e-07, 1.10228239985515e-07
 1.1267660497135748e-07, 1.1267091365437403e-07, 1.1267091365456448e-07, 1.1267660497142096e-07
 9.89873283189272e-08, 1.0068337246500613e-07, 1.1097027106238634e-07, 1.1267091365456448e-07
 8.754657950843724e-08, 9.039216821591722e-08, 1.0812534792374902e-07, 1.1097027106238634e-07
 7.809987186006806e-08, 8.170007934695292e-08, 1.0451074998428516e-07, 1.0812534792374902e-07
 7.036340764165221e-08, 7.445690533797455e-08, 1.0039263351778522e-07, 1.0451074998428516e-07
 6.407290513907349e-08, 6.84936729201523e-08, 9.596247348607386e-08, 1.0039263351778522e-07
 5.9005651365218786e-08, 6.363952800425833e-08, 9.132252570908233e-08, 9.596247348607386e-08
 5.495660446110665e-08, 5.97462052178127e-08, 8.654973175710275e-08, 9.132252570908233e-08
 5.176754378373831e-08, 5.6675301011283084e-08, 8.165154291557779e-08, 8.654973175710275e-08
 4.929677157519272e-08, 5.4309762880562626e-08, 7.664329022760033e-08, 8.165154291557779e-08
 4.742937215512632e-08, 5.254740292076366e-08, 7.152804959884014e-08, 7.664329022760033e-08
 4.6060565538440026e-08, 5.129332752023599e-08, 6.629209056524354e-08, 7.152804959884014e-08
 4.5100969913584896e-08, 5.0460791166954006e-08, 6.093332206350298e-08, 6.629209056524354e-08
 4.44782507988161e-08, 4.997462918757311e-08, 5.5431147394101096e-08, 6.093332206350298e-08
 4.412101088493533e-08, 4.97620978642659e-08, 4.978346585525722e-08, 5.5431147394101096e-08
 4.397445118057174e-08, 4.976394858815935e-08, 4.398779664421912e-08, 4.978346585525722e-08
 4.397787499774831e-08, 4.991722909272464e-08, 3.8045341298803975e-08, 4.398779664421912e-08
 4.408196570040191e-08, 5.016666670920425e-08, 3.195846281843361e-08, 3.8045341298803975e-08
 4.424420702252095e-08, 5.046007441090993e-08, 2.5736888224593365e-08, 3.195846281843361e-08
 4.442127957813393e-08, 5.0756348282466734e-08, 1.9408816754687218e-08, 2.5736888224593365e-08
 4.458387621135105e-08, 5.101006953611632e-08, 1.2988561535531979e-08, 1.9408816754687218e-08
 4.470442554858414e-08, 5.11954037266453e-08, 6.510003008614442e-09, 1.2988561535531979e-08
 4.477111422449339e-08, 5.12925164744213e-08, -0.0, 6.510003008614442e-09
 2.070449922305273e-07, 1.833853007805502e-07, 2.3644307775005396e-08, -0.0
 2.0057186088720356e-07, 1.7890074803652012e-07, 4.5310710085928364e-08, 2.3644307775005396e-08
 1.8892789459616534e-07, 1.7063810387814743e-07, 6.358508057970245e-08, 4.5310710085928364e-08
 1.7403044463831842e-07, 1.5974684126515126e-07, 7.786769383117513e-08, 6.358508057970245e-08
 1.5775862709259343e-07, 1.4742751040161248e-07, 8.819585515633008e-08, 7.786769383117513e-08
 1.4155988184291306e-07, 1.3472470703972858e-07, 9.502854844943798e-08, 8.819585515633008e-08
 1.2636019030683605e-07, 1.224110198727176e-07, 9.898732831895894e-08, 9.502854844943798e-08
 1.1267091365437403e-07, 1.1097027106254506e-07, 1.0068337246519658e-07, 9.898732831895894e-08
 1.0068337246500613e-07, 1.0067906681317045e-07, 1.0067906681329741e-07, 1.0068337246519658e-07
 9.039216821591722e-08, 9.164297689047929e-08, 9.943325905478474e-08, 1.0067906681329741e-07
 8.170007934695292e-08, 8.386071077164204e-08, 9.72675759753068e-08, 9.943325905478474e-08
 7.445690533797455e-08, 7.727678297373114e-08, 9.442940109996294e-08, 9.72675759753068e-08
 6.84936729201523e-08, 7.179737340161389e-08, 9.110832857017988e-08, 9.442940109996294e-08
 6.363952800425833e-08, 6.731493285218728e-08, 8.742920292263669e-08, 9.110832857017988e-08
 5.97462052178127e-08, 6.371078992694313e-08, 8.347882755057313e-08, 8.742920292263669e-08
 5.6675301011283084e-08, 6.087991454703404e-08, 7.928600478485734e-08, 8.347882755057313e-08
 5.4309762880562626e-08, 5.8729421241404676e-08, 7.488093026780138e-08, 7.928600478485734e-08
 5.254740292076366e-08, 5.7166629322785935e-08, 7.027397419831246e-08, 7.488093026780138e-08
 5.129332752023599e-08, 5.610843940651026e-08, 6.545955421196157e-08, 7.027397419831246e-08
 5.0460791166954006e-08, 5.5480773512496136e-08, 6.044716008412208e-08, 6.545955421196157e-08
 4.997462918757311e-08, 5.5195875486141295e-08, 5.521861607079388e-08, 6.044716008412208e-08
 4.97620978642659e-08, 5.519841487790824e-08, 4.9785316579150665e-08, 5.521861607079388e-08
 4.976394858815935e-08, 5.540902934904779e-08, 4.414107714878441e-08, 4.9785316579150665e-08
 4.991722909272464e-08, 5.576893388821723e-08, 3.8294778915283575e-08, 4.414107714878441e-08
 5.016666670920425e-08, 5.621270375632984e-08, 3.225187052013931e-08, 3.8294778915283575e-08
 5.046007441090993e-08, 5.668148638601016e-08, 2.6033162096150155e-08, 3.225187052013931e-08
 5.0756348282466734e-08, 5.712709489528558e-08, 1.966253800833681e-08, 2.6033162096150155e-08
 5.101006953611632e-08, 5.7498142671450934e-08, 1.3173895726060965e-08, 1.966253800833681e-08
 5.11954037266453e-08, 5.7767776085051405e-08, 6.607115756390442e-09, 1.3173895726060965e-08
 5.12925164744213e-08, 5.7910201228562644e-08, -0.0, 6.607115756390442e-09
 1.833853007805502e-07, 1.6421626509411497e-07, 1.9159755030975322e-08, -0.0
 1.7890074803652012e-07, 1.6100214171365944e-07, 3.704806592755565e-08, 1.9159755030975322e-08
 1.7063810387814743e-07, 1.549885030011322e-07, 5.26938179667063e-08, 3.704806592755565e-08
 1.5974684126515126e-07, 1.4687544359387528e-07, 6.554836296763633e-08, 5.26938179667063e-08
 1.4742751040161248e-07, 1.3746947056191415e-07, 7.549305179444615e-08, 6.554836296763633e-08
 1.3472470703972858e-07, 1.2749909179077244e-07, 8.271486128242698e-08, 7.549305179444615e-08
 1.224110198727176e-07, 1.1757205557249913e-07, 8.754657950878641e-08, 8.271486128242698e-08
 1.1097027106254506e-07, 1.0812534792362206e-07, 9.039216821582198e-08, 8.754657950878641e-08
 1.0067906681317045e-07, 9.943325905491172e-08, 9.164297689060627e-08, 9.039216821582198e-08
 9.164297689047929e-08, 9.165099293588399e-08, 9.165099293594748e-08, 9.164297689060627e-08
 8.386071077164204e-08, 8.483939568873346e-08, 9.06836481773959e-08, 9.165099293594748e-08
 7.727678297373114e-08, 7.900694633772827e-08, 8.89499915278457e-08, 9.06836481773959e-08
 7.179737340161389e-08, 7.411563378346284e-08, 8.662588802075327e-08, 8.89499915278457e-08
 6.731493285218728e-08, 7.00995038696176e-08, 8.382505999739255e-08, 8.662588802075327e-08
 6.371078992694313e-08, 6.689381182720355e-08, 8.064795217066403e-08, 8.382505999739255e-08
 6.087991454703404e-08, 6.440342590493107e-08, 7.713551147922797e-08, 8.064795217066403e-08
 5.8729421241404676e-08, 6.255746458603977e-08, 7.331813834918264e-08, 7.713551147922797e-08
 5.7166629322785935e-08, 6.128450498350683e-08, 6.92157842820368e-08, 7.331813834918264e-08
