ux_l,ux_r,uy_t,uy_b
 -0.0, 1.7788494155071937e-09, 4.895646951102836e-08, 5.0755272320548906e-08
 -0.0, 1.7614240962612327e-09, 4.7164278231536834e-08, 4.895646951102836e-08
 -0.0, 1.7426348950966006e-09, 4.5387222896931294e-08, 4.7164278231536834e-08
 -0.0, 1.7303295174227146e-09, 4.363841237134763e-08, 4.5387222896931294e-08
 -0.0, 1.717929926541803e-09, 4.190457999728869e-08, 4.363841237134763e-08
 -0.0, 1.70872426260699e-09, 4.018149688953188e-08, 4.190457999728869e-08
 -0.0, 1.7029800368841647e-09, 3.847058153773581e-08, 4.018149688953188e-08
 -0.0, 1.6972012066105936e-09, 3.676902328398244e-08, 3.847058153773581e-08
 -0.0, 1.697452526296867e-09, 3.5084627909975366e-08, 3.676902328398244e-08
 -0.0, 1.6939431523282e-09, 3.3401827655630194e-08, 3.5084627909975366e-08
 -0.0, 1.6894545280912385e-09, 3.171257169758068e-08, 3.3401827655630194e-08
 -0.0, 1.6869265537897538e-09, 3.0027869768497386e-08, 3.171257169758068e-08
 -0.0, 1.6853837197246916e-09, 2.8348953837524903e-08, 3.0027869768497386e-08
 -0.0, 1.6840132630508914e-09, 2.6665244495343854e-08, 2.8348953837524903e-08
 -0.0, 1.6826372508508972e-09, 2.497585725759826e-08, 2.6665244495343854e-08
 -0.0, 1.683073120014997e-09, 2.329108882694567e-08, 2.497585725759826e-08
 -0.0, 1.6847712376031725e-09, 2.1607145630241796e-08, 2.329108882694567e-08
 -0.0, 1.683696078968152e-09, 1.9922364628591122e-08, 2.1607145630241796e-08
 -0.0, 1.682595526362769e-09, 1.8239442176381542e-08, 1.9922364628591122e-08
 -0.0, 1.6824954285204024e-09, 1.6561084973227028e-08, 1.8239442176381542e-08
 -0.0, 1.6807867646791305e-09, 1.4887171737740722e-08, 1.6561084973227028e-08
 -0.0, 1.679560066613685e-09, 1.3217557779124039e-08, 1.4887171737740722e-08
 -0.0, 1.6747905529573288e-09, 1.1548964248367414e-08, 1.3217557779124039e-08
 -0.0, 1.6743309757454182e-09, 9.885645273536425e-09, 1.1548964248367414e-08
 -0.0, 1.6758930118436448e-09, 8.229963156378339e-09, 9.885645273536425e-09
 -0.0, 1.6768214612201602e-09, 6.576797330242246e-09, 8.229963156378339e-09
 -0.0, 1.67859397956853e-09, 4.926166808323512e-09, 6.576797330242246e-09
 -0.0, 1.6788569733923724e-09, 3.2811985701398467e-09, 4.926166808323512e-09
 -0.0, 1.6828561889968203e-09, 1.6415117826993998e-09, 3.2811985701398467e-09
 -0.0, 1.6839527777225033e-09, -0.0, 1.6415117826993998e-09
 3.086106144431003e-06, 1.8661521082138914e-06, 1.2199554692623506e-06, -0.0
 1.2199554692634934e-06, 1.2199585167260132e-06, 1.2199585167258226e-06, 1.2199554692623506e-06
 5.737618777744723e-07, 7.609652005128316e-07, 1.032783977423124e-06, 1.2199585167258226e-06
 3.141382047187714e-07, 4.891627894073573e-07, 8.577827080158173e-07, 1.032783977423124e-06
 1.9363542946294773e-07, 3.301821512428558e-07, 7.212731628954836e-07, 8.577827080158173e-07
 1.3023569754845038e-07, 2.3398650371825806e-07, 6.175855502765696e-07, 7.212731628954836e-07
 9.334471415665859e-08, 1.7300029224762969e-07, 5.379557782641302e-07, 6.175855502765696e-07
 7.010817762686021e-08, 1.3250440524136714e-07, 4.755845977005677e-07, 5.379557782641302e-07
 5.454942583434149e-08, 1.0447867798099135e-07, 4.2571187800262215e-07, 4.755845977005677e-07
 4.3658863036807155e-08, 8.435911437100522e-08, 3.8502338631571056e-07, 4.2571187800262215e-07
 3.573214340888777e-08, 6.949416315039316e-08, 3.512694313860434e-07, 3.8502338631571056e-07
 2.9788939523573018e-08, 5.820880420056904e-08, 3.228527307018215e-07, 3.512694313860434e-07
 2.5219284904622387e-08, 4.945375977290521e-08, 2.9860647422354943e-07, 3.228527307018215e-07
 2.1623373278544347e-08, 4.25310290616234e-08, 2.776844013017676e-07, 2.9860647422354943e-07
 1.8744144458770546e-08, 3.696250429515594e-08, 2.5946179325975765e-07, 2.776844013017676e-07
 1.6410756734932202e-08, 3.2420211319117135e-08, 2.4344171940262224e-07, 2.5946179325975765e-07
 1.4499283019742345e-08, 2.8671020774977964e-08, 2.2923720028360864e-07, 2.4344171940262224e-07
 1.2900203670371583e-08, 2.5538716387354453e-08, 2.1655976611976734e-07, 2.2923720028360864e-07
 1.1548166770147148e-08, 2.289911751045506e-08, 2.0517884508498595e-07, 2.1655976611976734e-07
 1.0406185085711042e-08, 2.065392738181237e-08, 1.9489775897405102e-07, 2.0517884508498595e-07
 9.425269978419745e-09, 1.872744878288355e-08, 1.855625413685591e-07, 1.9489775897405102e-07
 8.583263211146298e-09, 1.7064017805429586e-08, 1.7704679342868687e-07, 1.855625413685591e-07
 7.862998239567387e-09, 1.562059545529857e-08, 1.692370999871891e-07, 1.7704679342868687e-07
 7.224127670405903e-09, 1.4360902353104275e-08, 1.6206190961325704e-07, 1.692370999871891e-07
 6.660369278569296e-09, 1.3254489984023288e-08, 1.5543873451761012e-07, 1.6206190961325704e-07
 6.167006346041053e-09, 1.2279989477503592e-08, 1.492963246119069e-07, 1.5543873451761012e-07
 5.726193745718355e-09, 1.1412830362166425e-08, 1.4359876382764301e-07, 1.492963246119069e-07
 5.339578596032194e-09, 1.0641104285195055e-08, 1.3829192509782981e-07, 1.4359876382764301e-07
 5.001391254434582e-09, 9.95124503596558e-09, 1.3332071273135993e-07, 1.3829192509782981e-07
 4.6900904215589316e-09, 9.332871857668088e-09, 1.2866417164958298e-07, 1.3332071273135993e-07
 4.410411481509819e-09, 8.778916064147011e-09, 1.2428653643256391e-07, 1.2866417164958298e-07
 4.156927758800131e-09, 8.282248235753334e-09, 1.2015906186796495e-07, 1.2428653643256391e-07
 3.924729909048544e-09, 7.83207294348473e-09, 1.1625938764469062e-07, 1.2015906186796495e-07
 3.7202521049266994e-09, 7.426288817438501e-09, 1.1255422275706958e-07, 1.1625938764469062e-07
 3.5397969272509292e-09, 7.058424702921497e-09, 1.0903043466243893e-07, 1.1255422275706958e-07
 3.37415592799064e-09, 6.72580592646793e-09, 1.056846831625492e-07, 1.0903043466243893e-07
 3.224723376332931e-09, 6.424199899425023e-09, 1.02486071655331e-07, 1.056846831625492e-07
 3.087153060215682e-09, 6.1525825200233144e-09, 9.942845866394188e-08, 1.02486071655331e-07
 2.956115267838981e-09, 5.902275634105482e-09, 9.650218712058835e-08, 9.942845866394188e-08
 2.839825730058809e-09, 5.674096725747383e-09, 9.369453188792525e-08, 9.650218712058835e-08
 2.733446014373302e-09, 5.461763822592487e-09, 9.099945701115872e-08, 9.369453188792525e-08
 2.6345325385034935e-09, 5.264483463628098e-09, 8.839603021339808e-08, 9.099945701115872e-08
 2.5471254606220507e-09, 5.0831964110647844e-09, 8.58650995537764e-08, 8.839603021339808e-08
 2.4633764936648486e-09, 4.916702398986841e-09, 8.340702192297603e-08, 8.58650995537764e-08
 2.384152280767693e-09, 4.766614194010526e-09, 8.101894655175887e-08, 8.340702192297603e-08
 2.3156751213517064e-09, 4.633718828283226e-09, 7.869609740332723e-08, 8.101894655175887e-08
 2.249991667114028e-09, 4.5122014545538665e-09, 7.644290953188134e-08, 7.869609740332723e-08
 2.195013737087489e-09, 4.4023318257634875e-09, 7.424326618985446e-08, 7.644290953188134e-08
 2.1472653420743474e-09, 4.299625505150975e-09, 7.209697147655054e-08, 7.424326618985446e-08
 2.100916641216445e-09, 4.200634355427659e-09, 6.999755535468577e-08, 7.209697147655054e-08
 2.0617151524708177e-09, 4.1122276993600795e-09, 6.793088121653736e-08, 6.999755535468577e-08
 2.0217521177292026e-09, 4.030889709069206e-09, 6.590215623807543e-08, 6.793088121653736e-08
 1.985621609951417e-09, 3.9592264781882096e-09, 6.390452974605177e-08, 6.590215623807543e-08
 1.951448858976876e-09, 3.89697891877889e-09, 6.193957154557836e-08, 6.390452974605177e-08
 1.919166855193083e-09, 3.836365886137924e-09, 6.001095777849445e-08, 6.193957154557836e-08
 1.889952133327448e-09, 3.7770722190229955e-09, 5.8104567397959604e-08, 6.001095777849445e-08
 1.8641197088276983e-09, 3.7223717253409733e-09, 5.6222164037041775e-08, 5.8104567397959604e-08
 1.8399394794770334e-09, 3.671763272612581e-09, 5.437207285643586e-08, 5.6222164037041775e-08
 1.8210700126291324e-09, 3.6264619340939754e-09, 5.254066683936529e-08, 5.437207285643586e-08
 1.7998602359718408e-09, 3.5884891117836043e-09, 5.0734261500084265e-08, 5.254066683936529e-08
 1.7788494155071937e-09, 3.552448039797426e-09, 4.89390441917824e-08, 5.0734261500084265e-08
 1.7614240962612327e-09, 3.519570349314641e-09, 4.71454890303722e-08, 4.89390441917824e-08
 1.7426348950966006e-09, 3.4905315317171103e-09, 4.5374917519257406e-08, 4.71454890303722e-08
 1.7303295174227146e-09, 3.469953637289452e-09, 4.362601278046672e-08, 4.5374917519257406e-08
 1.717929926541803e-09, 3.4471227858192755e-09, 4.189537433335387e-08, 4.362601278046672e-08
 1.70872426260699e-09, 3.4280858918349707e-09, 4.0175752663809056e-08, 4.189537433335387e-08
 1.7029800368841647e-09, 3.413562146718463e-09, 3.8464802707462243e-08, 4.0175752663809056e-08
 1.6972012066105936e-09, 3.4015812905662303e-09, 3.676927460366871e-08, 3.8464802707462243e-08
 1.697452526296867e-09, 3.3915043935847953e-09, 3.50811185360067e-08, 3.676927460366871e-08
 1.6939431523282e-09, 3.382962794487961e-09, 3.3397339031393235e-08, 3.50811185360067e-08
 1.6894545280912385e-09, 3.37741818860409e-09, 3.171004372327919e-08, 3.3397339031393235e-08
 1.6869265537897538e-09, 3.374693612630695e-09, 3.0026326934432326e-08, 3.171004372327919e-08
 1.6853837197246916e-09, 3.371506847141536e-09, 2.8347583380851103e-08, 3.0026326934432326e-08
 1.6840132630508914e-09, 3.3671650226300036e-09, 2.6663868483143858e-08, 2.8347583380851103e-08
 1.6826372508508972e-09, 3.3636108711525915e-09, 2.497629312676236e-08, 2.6663868483143858e-08
 1.683073120014997e-09, 3.3605423927855553e-09, 2.3292786944533845e-08, 2.497629312676236e-08
 1.6847712376031725e-09, 3.358653959929182e-09, 2.1606070471606773e-08, 2.3292786944533845e-08
 1.683696078968152e-09, 3.357448723951121e-09, 1.992126407598574e-08, 2.1606070471606773e-08
 1.682595526362769e-09, 3.3580686196942267e-09, 1.8239342078539176e-08, 1.992126407598574e-08
 1.6824954285204024e-09, 3.3573067716339408e-09, 1.6559376309385756e-08, 1.8239342078539176e-08
 1.6807867646791305e-09, 3.356654508825193e-09, 1.4885945039675275e-08, 1.6559376309385756e-08
 1.679560066613685e-09, 3.3585918125805554e-09, 1.3212788265467684e-08, 1.4885945039675275e-08
 1.6747905529573288e-09, 3.3608390944900832e-09, 1.1548504671155503e-08, 1.3212788265467684e-08
 1.6743309757454182e-09, 3.3615748007518438e-09, 9.887207309634652e-09, 1.1548504671155503e-08
 1.6758930118436448e-09, 3.360397479914477e-09, 8.230891605754854e-09, 9.887207309634652e-09
 1.6768214612201602e-09, 3.3575014894035782e-09, 6.578569848590616e-09, 8.230891605754854e-09
 1.67859397956853e-09, 3.358012300510535e-09, 4.926429802147355e-09, 6.578569848590616e-09
 1.6788569733923724e-09, 3.3583903160766826e-09, 3.2851977857442944e-09, 4.926429802147355e-09
 1.6828561889968203e-09, 3.357450417111027e-09, 1.6426083714250828e-09, 3.2851977857442944e-09
 1.6839527777225033e-09, 3.3531721639927342e-09, -0.0, 1.6426083714250828e-09
 1.8661521082138914e-06, 1.2924076504788247e-06, 5.737618777744723e-07, -0.0
 1.2199585167260132e-06, 1.0327839774228383e-06, 7.609652005126411e-07, 5.737618777744723e-07
 7.609652005128316e-07, 7.609815663180305e-07, 7.609815663176496e-07, 7.609652005126411e-07
 4.891627894073573e-07, 5.513699362153177e-07, 6.988020698513158e-07, 7.609815663176496e-07
 3.301821512428558e-07, 4.0394619889710703e-07, 6.250775153708858e-07, 6.988020698513158e-07
 2.3398650371825806e-07, 3.024819910166616e-07, 5.565993388059413e-07, 6.250775153708858e-07
 1.7300029224762969e-07, 2.321354790893591e-07, 4.974598912578677e-07, 5.565993388059413e-07
 1.3250440524136714e-07, 1.824273372543312e-07, 4.4755887044019185e-07, 4.974598912578677e-07
 1.0447867798099135e-07, 1.4647215611448225e-07, 4.05592314392636e-07, 4.4755887044019185e-07
 8.435911437100522e-08, 1.1984595242605668e-07, 3.701584350950985e-07, 4.05592314392636e-07
 6.949416315039316e-08, 9.967139021739916e-08, 3.399840724362193e-07, 3.701584350950985e-07
 5.820880420056904e-08, 8.410413947531984e-08, 3.1409768627415763e-07, 3.399840724362193e-07
 4.945375977290521e-08, 7.18576588841228e-08, 2.9168374351226753e-07, 3.1409768627415763e-07
 4.25310290616234e-08, 6.207444406097966e-08, 2.7211587653530015e-07, 2.9168374351226753e-07
 3.696250429515594e-08, 5.4151800659538515e-08, 2.5491950028371887e-07, 2.7211587653530015e-07
 3.2420211319117135e-08, 4.7638540508611766e-08, 2.396925288584831e-07, 2.5491950028371887e-07
 2.8671020774977964e-08, 4.2222977236432965e-08, 2.2610489589598514e-07, 2.396925288584831e-07
 2.5538716387354453e-08, 3.768899707692485e-08, 2.139201672428679e-07, 2.2610489589598514e-07
 2.289911751045506e-08, 3.385507952334123e-08, 2.0293365495634326e-07, 2.139201672428679e-07
 2.065392738181237e-08, 3.0580342680288764e-08, 1.929712803751222e-07, 2.0293365495634326e-07
 1.872744878288355e-08, 2.7765781150265413e-08, 1.8389911039110513e-07, 1.929712803751222e-07
 1.7064017805429586e-08, 2.5328296549009105e-08, 1.7560337107855586e-07, 1.8389911039110513e-07
 1.562059545529857e-08, 2.3198883219808468e-08, 1.6797740688499478e-07, 1.7560337107855586e-07
 1.4360902353104275e-08, 2.1344457607362367e-08, 1.6095549724417604e-07, 1.6797740688499478e-07
 1.3254489984023288e-08, 1.9720406158798598e-08, 1.5446423401109042e-07, 1.6095549724417604e-07
 1.2279989477503592e-08, 1.8279475866457468e-08, 1.4842916549656973e-07, 1.5446423401109042e-07
 1.1412830362166425e-08, 1.7006081984184925e-08, 1.4282703775067166e-07, 1.4842916549656973e-07
 1.0641104285195055e-08, 1.5864704597089643e-08, 1.3760206584860032e-07, 1.4282703775067166e-07
 9.95124503596558e-09, 1.4838337709546404e-08, 1.3270233955306244e-07, 1.3760206584860032e-07
 9.332871857668088e-09, 1.3923334787540398e-08, 1.281102158560619e-07, 1.3270233955306244e-07
 8.778916064147011e-09, 1.3103241970415857e-08, 1.2378986860417023e-07, 1.281102158560619e-07
 8.282248235753334e-09, 1.2362441634148271e-08, 1.1970888657569633e-07, 1.2378986860417023e-07
 7.83207294348473e-09, 1.1700665097782028e-08, 1.158536035186444e-07, 1.1970888657569633e-07
 7.426288817438501e-09, 1.1095772267379419e-08, 1.1218635864255257e-07, 1.158536035186444e-07
 7.058424702921497e-09, 1.0547575115818818e-08, 1.0869781588598536e-07, 1.1218635864255257e-07
 6.72580592646793e-09, 1.0052576836606203e-08, 1.0538307713550628e-07, 1.0869781588598536e-07
 6.424199899425023e-09, 9.603046781294565e-09, 1.022144542759293e-07, 1.0538307713550628e-07
 6.1525825200233144e-09, 9.194630373630895e-09, 9.917815177802404e-08, 1.022144542759293e-07
 5.902275634105482e-09, 8.826300413496423e-09, 9.627400821223025e-08, 9.917815177802404e-08
 5.674096725747383e-09, 8.482923116164847e-09, 9.348219898477036e-08, 9.627400821223025e-08
 5.461763822592487e-09, 8.167873455561705e-09, 9.080217665219432e-08, 9.348219898477036e-08
 5.264483463628098e-09, 7.876746636387371e-09, 8.821474316083474e-08, 9.080217665219432e-08
 5.0831964110647844e-09, 7.60468633673427e-09, 8.569860554169844e-08, 8.821474316083474e-08
 4.916702398986841e-09, 7.3608156018568696e-09, 8.32569337179997e-08, 8.569860554169844e-08
 4.766614194010526e-09, 7.1384029689630736e-09, 8.088605118603158e-08, 8.32569337179997e-08
 4.633718828283226e-09, 6.937142532243499e-09, 7.857458002959787e-08, 8.088605118603158e-08
 4.5122014545538665e-09, 6.758871711779682e-09, 7.633303990309096e-08, 7.857458002959787e-08
 4.4023318257634875e-09, 6.59101235717077e-09, 7.414055986924194e-08, 7.633303990309096e-08
 4.299625505150975e-09, 6.436230638753511e-09, 7.199798032682723e-08, 7.414055986924194e-08
 4.200634355427659e-09, 6.2932369812838284e-09, 6.990914869861819e-08, 7.199798032682723e-08
 4.1122276993600795e-09, 6.156268583227302e-09, 6.784954322624648e-08, 6.990914869861819e-08
 4.030889709069206e-09, 6.037014680320693e-09, 6.583049300719444e-08, 6.784954322624648e-08
 3.9592264781882096e-09, 5.930240880810124e-09, 6.384228218664245e-08, 6.583049300719444e-08
 3.89697891877889e-09, 5.831307802376749e-09, 6.187895851293739e-08, 6.384228218664245e-08
 3.836365886137924e-09, 5.744233960172e-09, 5.995166411137953e-08, 6.187895851293739e-08
 3.7770722190229955e-09, 5.658424071550003e-09, 5.8049866904277575e-08, 5.995166411137953e-08
 3.7223717253409733e-09, 5.576737322220089e-09, 5.6171555584313386e-08, 5.8049866904277575e-08
 3.671763272612581e-09, 5.5041059847865065e-09, 5.432677151791726e-08, 5.6171555584313386e-08
 3.6264619340939754e-09, 5.438252426734211e-09, 5.2502694017054915e-08, 5.432677151791726e-08
 3.5884891117836043e-09, 5.377605989514827e-09, 5.069822042809808e-08, 5.2502694017054915e-08
 3.552448039797426e-09, 5.324483071101282e-09, 4.8906166501299616e-08, 5.069822042809808e-08
 3.519570349314641e-09, 5.276016464129703e-09, 4.711645021277467e-08, 4.8906166501299616e-08
 3.4905315317171103e-09, 5.239436335072616e-09, 4.535433962482975e-08, 4.711645021277467e-08
 3.469953637289452e-09, 5.20295203315248e-09, 4.360318192899654e-08, 4.535433962482975e-08
 3.4471227858192755e-09, 5.173545031172285e-09, 4.187633743936957e-08, 4.360318192899654e-08
 3.4280858918349707e-09, 5.144542230647485e-09, 4.016122891869254e-08, 4.187633743936957e-08
 3.413562146718463e-09, 5.117705577485559e-09, 3.8452821851310007e-08, 4.016122891869254e-08
 3.4015812905662303e-09, 5.0987940316144166e-09, 3.6759197706687276e-08, 3.8452821851310007e-08
 3.3915043935847953e-09, 5.08665561864811e-09, 3.507257693690986e-08, 3.6759197706687276e-08
 3.382962794487961e-09, 5.076173048266811e-09, 3.339179442550936e-08, 3.507257693690986e-08
 3.37741818860409e-09, 5.0637780931015464e-09, 3.17073191473058e-08, 3.339179442550936e-08
 3.374693612630695e-09, 5.056711377696496e-09, 3.0023140168943165e-08, 3.17073191473058e-08
 3.371506847141536e-09, 5.0544045708364e-09, 2.8343241556339566e-08, 3.0023140168943165e-08
 3.3671650226300036e-09, 5.0485697114446646e-09, 2.6660314331666444e-08, 2.8343241556339566e-08
 3.3636108711525915e-09, 5.041754838243795e-09, 2.4973224648395324e-08, 2.6660314331666444e-08
 3.3605423927855553e-09, 5.039587321687832e-09, 2.3290898511677473e-08, 2.4973224648395324e-08
 3.358653959929182e-09, 5.0364756396508446e-09, 2.1604865235628718e-08, 2.3290898511677473e-08
 3.357448723951121e-09, 5.0333315330302955e-09, 1.9921883971728843e-08, 2.1604865235628718e-08
 3.3580686196942267e-09, 5.029927881565965e-09, 1.823858023047889e-08, 1.9921883971728843e-08
 3.3573067716339408e-09, 5.031962724378167e-09, 1.6558724046577006e-08, 1.823858023047889e-08
 3.356654508825193e-09, 5.036044344113513e-09, 1.488788234343064e-08, 1.6558724046577006e-08
 3.3585918125805554e-09, 5.036945197078591e-09, 1.3215035547377209e-08, 1.488788234343064e-08
 3.3608390944900832e-09, 5.035420295367221e-09, 1.1549240377417265e-08, 1.3215035547377209e-08
 3.3615748007518438e-09, 5.036285183254245e-09, 9.886029988797286e-09, 1.1549240377417265e-08
 3.360397479914477e-09, 5.039359888983422e-09, 8.227995615243956e-09, 9.886029988797286e-09
 3.3575014894035782e-09, 5.040193568543258e-09, 6.579080659697573e-09, 8.227995615243956e-09
 3.358012300510535e-09, 5.034495562752861e-09, 4.926807817713503e-09, 6.579080659697573e-09
 3.3583903160766826e-09, 5.032824028727486e-09, 3.2842578867786385e-09, 4.926807817713503e-09
 3.357450417111027e-09, 5.0316741030840705e-09, 1.6383301183067902e-09, 3.2842578867786385e-09
 3.3531721639927342e-09, 5.0326472534057445e-09, -0.0, 1.6383301183067902e-09
 1.2924076504788247e-06, 9.782854832718315e-07, 3.141382047184857e-07, -0.0
 1.0327839774228383e-06, 8.577827080164839e-07, 4.891627894078335e-07, 3.141382047184857e-07
 7.609815663180305e-07, 6.988020698524586e-07, 5.513699362149369e-07, 4.891627894078335e-07
 5.513699362153177e-07, 5.513783325324384e-07, 5.513783325331051e-07, 5.513699362149369e-07
 4.0394619889710703e-07, 4.317273227187028e-07, 5.236133074904403e-07, 5.513783325331051e-07
 3.024819910166616e-07, 3.3984026792028083e-07, 4.862528268786388e-07, 5.236133074904403e-07
 2.321354790893591e-07, 2.7063765371430056e-07, 4.4775174942283976e-07, 4.862528268786388e-07
 1.824273372543312e-07, 2.1858778301399532e-07, 4.1160368930034295e-07, 4.4775174942283976e-07
 1.4647215611448225e-07, 1.791228147012319e-07, 3.7896611070421047e-07, 4.1160368930034295e-07
 1.1984595242605668e-07, 1.4883842231291353e-07, 3.49983872886441e-07, 3.7896611070421047e-07
 9.967139021739916e-08, 1.25274781131858e-07, 3.2441682169413995e-07, 3.49983872886441e-07
 8.410413947531984e-08, 1.0666924704876821e-07, 3.018512056829606e-07, 3.2441682169413995e-07
 7.18576588841228e-08, 9.180570609189543e-08, 2.819005286891244e-07, 3.018512056829606e-07
 6.207444406097966e-08, 7.976639927391425e-08, 2.64193233133859e-07, 2.819005286891244e-07
 5.4151800659538515e-08, 6.990840137945069e-08, 2.4840624013279206e-07, 2.64193233133859e-07
 4.7638540508611766e-08, 6.174491013493046e-08, 2.3427696558630427e-07, 2.4840624013279206e-07
 4.2222977236432965e-08, 5.49140786473111e-08, 2.2157091573647702e-07, 2.3427696558630427e-07
 3.768899707692485e-08, 4.914893234268294e-08, 2.100862496892843e-07, 2.2157091573647702e-07
 3.385507952334123e-08, 4.42445565258647e-08, 1.9965891811329076e-07, 2.100862496892843e-07
 3.0580342680288764e-08, 4.004149561279523e-08, 1.9015671884509884e-07, 1.9965891811329076e-07
 2.7765781150265413e-08, 3.641816476294138e-08, 1.8146162578984883e-07, 1.9015671884509884e-07
 2.5328296549009105e-08, 3.327740505271719e-08, 1.734739577493552e-07, 1.8146162578984883e-07
