ux_l,ux_r,uy_t,uy_b
 -0.0, 4.116251496764111e-09, 9.188942080248845e-08, 9.599846297286762e-08
 -0.0, 3.926305014093853e-09, 8.795570767545044e-08, 9.188942080248845e-08
 -0.0, 3.762175209155308e-09, 8.418684731453724e-08, 8.795570767545044e-08
 -0.0, 3.6160592041061727e-09, 8.05736754808408e-08, 8.418684731453724e-08
 -0.0, 3.4866828329494173e-09, 7.708897969782114e-08, 8.05736754808408e-08
 -0.0, 3.374309904028629e-09, 7.371692277864173e-08, 7.708897969782114e-08
 -0.0, 3.2744829751192693e-09, 7.043092900865112e-08, 7.371692277864173e-08
 -0.0, 3.1903516819580857e-09, 6.722851844034283e-08, 7.043092900865112e-08
 -0.0, 3.1197243308147536e-09, 6.411374691580687e-08, 6.722851844034283e-08
 -0.0, 3.054046814825972e-09, 6.107428441843276e-08, 6.411374691580687e-08
 -0.0, 2.9987917934989393e-09, 5.8094101106260104e-08, 6.107428441843276e-08
 -0.0, 2.9463808385727432e-09, 5.515153643540621e-08, 5.8094101106260104e-08
 -0.0, 2.902444901087049e-09, 5.2244371991639594e-08, 5.515153643540621e-08
 -0.0, 2.8647275244212887e-09, 4.93729017604668e-08, 5.2244371991639594e-08
 -0.0, 2.8322337678825677e-09, 4.65283938724071e-08, 4.93729017604668e-08
 -0.0, 2.807314459567984e-09, 4.371008079230019e-08, 4.65283938724071e-08
 -0.0, 2.7857720779947874e-09, 4.091098067992039e-08, 4.371008079230019e-08
 -0.0, 2.77044405767168e-09, 3.813839404005939e-08, 4.091098067992039e-08
 -0.0, 2.760404262096353e-09, 3.5392936355261544e-08, 3.813839404005939e-08
 -0.0, 2.7503426832919317e-09, 3.2647021870268925e-08, 3.5392936355261544e-08
 -0.0, 2.742715064387003e-09, 2.990341774209025e-08, 3.2647021870268925e-08
 -0.0, 2.7370812448792443e-09, 2.717129040394851e-08, 2.990341774209025e-08
 -0.0, 2.730511476159993e-09, 2.443567056036425e-08, 2.717129040394851e-08
 -0.0, 2.726950784812767e-09, 2.1702637543307303e-08, 2.443567056036425e-08
 -0.0, 2.7223876791254635e-09, 1.8968351675466865e-08, 2.1702637543307303e-08
 -0.0, 2.7228060113239438e-09, 1.624205615502842e-08, 1.8968351675466865e-08
 -0.0, 2.7244640174333765e-09, 1.3522907037134371e-08, 1.624205615502842e-08
 -0.0, 2.7266675950893063e-09, 1.0806009075324457e-08, 1.3522907037134371e-08
 -0.0, 2.7303164814028542e-09, 8.098201908961194e-09, 1.0806009075324457e-08
 -0.0, 2.7316350464711987e-09, 5.392715774826339e-09, 8.098201908961194e-09
 -0.0, 2.7362015567621546e-09, 2.6975627997418415e-09, 5.392715774826339e-09
 -0.0, 2.7377817882982375e-09, -0.0, 2.6975627997418415e-09
 2.2337930719689803e-06, 1.35076995890206e-06, 8.830226611148244e-07, -0.0
 8.830226611166655e-07, 8.830319097165833e-07, 8.830319097167739e-07, 8.830226611148244e-07
 4.1528461193055404e-07, 5.507912717659688e-07, 7.475504461623832e-07, 8.830319097167739e-07
 2.2736775261232565e-07, 3.54049715730329e-07, 6.208805322498169e-07, 7.475504461623832e-07
 1.4015567760223796e-07, 2.389801069885629e-07, 5.22062487917036e-07, 6.208805322498169e-07
 9.426747494857731e-08, 1.6935760540698405e-07, 4.469859625146076e-07, 5.22062487917036e-07
 6.756610517498353e-08, 1.2523184083058126e-07, 3.893258620889129e-07, 4.469859625146076e-07
 5.075971868930451e-08, 9.595120533428546e-08, 3.441440825182858e-07, 3.893258620889129e-07
 3.9524669444809044e-08, 7.569329379481597e-08, 3.079923128497522e-07, 3.441440825182858e-07
 3.1656715661846394e-08, 6.116714424528939e-08, 2.784773224665199e-07, 3.079923128497522e-07
 2.5937371861577782e-08, 5.043783386049992e-08, 2.539728002756676e-07, 2.784773224665199e-07
 2.164685711344787e-08, 4.22982405256765e-08, 2.3331432306445884e-07, 2.539728002756676e-07
 1.8345808581239983e-08, 3.599092200753699e-08, 2.1566655733935663e-07, 2.3331432306445884e-07
 1.5764050131832477e-08, 3.100962138045597e-08, 2.0040726181166503e-07, 2.1566655733935663e-07
 1.3703735306150513e-08, 2.7012192768207355e-08, 1.8707694698537753e-07, 2.0040726181166503e-07
 1.203345290622349e-08, 2.3759673348473465e-08, 1.753244536077487e-07, 1.8707694698537753e-07
 1.0665554228189198e-08, 2.108570962560886e-08, 1.6486656799237542e-07, 1.753244536077487e-07
 9.52564439594908e-09, 1.8863257445190383e-08, 1.5549804689344364e-07, 1.6486656799237542e-07
 8.568867753270474e-09, 1.699832281684954e-08, 1.470513360012897e-07, 1.5549804689344364e-07
 7.768211089996554e-09, 1.5424448675048814e-08, 1.393823099795981e-07, 1.470513360012897e-07
 7.088530601600467e-09, 1.408145458963006e-08, 1.3237932425036804e-07, 1.393823099795981e-07
 6.509863054473545e-09, 1.2932585728129217e-08, 1.2595074151091836e-07, 1.3237932425036804e-07
 6.017464188372027e-09, 1.1944998203458215e-08, 1.200189410317603e-07, 1.2595074151091836e-07
 5.583608964336362e-09, 1.1092096350564722e-08, 1.1452675179016922e-07, 1.200189410317603e-07
 5.206554381534426e-09, 1.0350773826609431e-08, 1.0940170362369464e-07, 1.1452675179016922e-07
 4.876719862115815e-09, 9.707325747553505e-09, 1.045942962674633e-07, 1.0940170362369464e-07
 4.584592878085278e-09, 9.139762941143401e-09, 1.0007060995500045e-07, 1.045942962674633e-07
 4.334697004766455e-09, 8.643088470636414e-09, 9.57800174648653e-08, 1.0007060995500045e-07
 4.116251496764111e-09, 8.208003904202985e-09, 9.169947431981818e-08, 9.57800174648653e-08
 3.926305014093853e-09, 7.826929504065535e-09, 8.77915778705119e-08, 9.169947431981818e-08
 3.762175209155308e-09, 7.497257637129532e-09, 8.404073130948811e-08, 8.77915778705119e-08
 3.6160592041061727e-09, 7.211427020044601e-09, 8.044429910968404e-08, 8.404073130948811e-08
 3.4866828329494173e-09, 6.959898747263337e-09, 7.697660676890037e-08, 8.044429910968404e-08
 3.374309904028629e-09, 6.739938085249593e-09, 7.361709584973235e-08, 7.697660676890037e-08
 3.2744829751192693e-09, 6.545967192000014e-09, 7.034679771548994e-08, 7.361709584973235e-08
 3.1903516819580857e-09, 6.37578084970921e-09, 6.71578910891995e-08, 7.034679771548994e-08
 3.1197243308147536e-09, 6.227220365012706e-09, 6.40480693998181e-08, 6.71578910891995e-08
 3.054046814825972e-09, 6.0979129798691815e-09, 6.101902939710573e-08, 6.40480693998181e-08
 2.9987917934989393e-09, 5.984440209635233e-09, 5.8041690151333916e-08, 6.101902939710573e-08
 2.9463808385727432e-09, 5.885382752830636e-09, 5.510760049792052e-08, 5.8041690151333916e-08
 2.902444901087049e-09, 5.8020197360236786e-09, 5.2206654614973827e-08, 5.510760049792052e-08
 2.8647275244212887e-09, 5.732483414651616e-09, 4.934040800392808e-08, 5.2206654614973827e-08
 2.8322337678825677e-09, 5.668566745730486e-09, 4.650347456409252e-08, 4.934040800392808e-08
 2.807314459567984e-09, 5.615882078776709e-09, 4.368853841072699e-08, 4.650347456409252e-08
 2.7857720779947874e-09, 5.571815780104033e-09, 4.089565265959728e-08, 4.368853841072699e-08
 2.77044405767168e-09, 5.540378600167154e-09, 3.812835424448406e-08, 4.089565265959728e-08
 2.760404262096353e-09, 5.514019577415596e-09, 3.538287477645712e-08, 3.812835424448406e-08
 2.7503426832919317e-09, 5.491560575127308e-09, 3.2639394251364e-08, 3.538287477645712e-08
 2.742715064387003e-09, 5.476700125578295e-09, 2.989778392258249e-08, 3.2639394251364e-08
 2.7370812448792443e-09, 5.4683152135750944e-09, 2.7164720635229257e-08, 2.989778392258249e-08
 2.730511476159993e-09, 5.461735482257249e-09, 2.4432109869017027e-08, 2.7164720635229257e-08
 2.726950784812767e-09, 5.458289643272852e-09, 2.169807443762e-08, 2.4432109869017027e-08
 2.7223876791254635e-09, 5.45809477085239e-09, 1.896877000766535e-08, 2.169807443762e-08
 2.7228060113239438e-09, 5.458201841409123e-09, 1.6243714161137852e-08, 1.896877000766535e-08
 2.7244640174333765e-09, 5.458299370911386e-09, 1.3525110614790301e-08, 1.6243714161137852e-08
 2.7266675950893063e-09, 5.4570895610526145e-09, 1.0809657961638004e-08, 1.3525110614790301e-08
 2.7303164814028542e-09, 5.460618179685001e-09, 8.099520474029539e-09, 1.0809657961638004e-08
 2.7316350464711987e-09, 5.461235565716918e-09, 5.397282285117295e-09, 8.099520474029539e-09
 2.7362015567621546e-09, 5.46208803313012e-09, 2.699143031277924e-09, 5.397282285117295e-09
 2.7377817882982375e-09, 5.45934375403203e-09, -0.0, 2.699143031277924e-09
 1.35076995890206e-06, 9.354673054799766e-07, 4.1528461192934787e-07, -0.0
 8.830319097165833e-07, 7.475504461637164e-07, 5.507912717661593e-07, 4.1528461192934787e-07
 5.507912717659688e-07, 5.508088901276321e-07, 5.508088901267434e-07, 5.507912717661593e-07
 3.54049715730329e-07, 3.990810070899042e-07, 5.058109235080508e-07, 5.508088901267434e-07
 2.389801069885629e-07, 2.923730872520142e-07, 4.524399863354572e-07, 5.058109235080508e-07
 1.6935760540698405e-07, 2.1894823645668744e-07, 4.0286019793820484e-07, 4.524399863354572e-07
 1.2523184083058126e-07, 1.6805994106536488e-07, 3.6004522659261706e-07, 4.0286019793820484e-07
 9.595120533428546e-08, 1.3210823733910746e-07, 3.2388617097881635e-07, 3.6004522659261706e-07
 7.569329379481597e-08, 1.0612201078964198e-07, 2.9346616330022564e-07, 3.2388617097881635e-07
 6.116714424528939e-08, 8.688746008593856e-08, 2.677480120817304e-07, 2.9346616330022564e-07
 5.043783386049992e-08, 7.233533041231072e-08, 2.458332069408442e-07, 2.677480120817304e-07
 4.22982405256765e-08, 6.111482398354981e-08, 2.2700700454631934e-07, 2.458332069408442e-07
 3.599092200753699e-08, 5.230149366506984e-08, 2.106852567122756e-07, 2.2700700454631934e-07
 3.100962138045597e-08, 4.526864193719137e-08, 1.964098331994164e-07, 2.106852567122756e-07
 2.7012192768207355e-08, 3.957505940737737e-08, 1.8382442756564366e-07, 1.964098331994164e-07
 2.3759673348473465e-08, 3.491758961974226e-08, 1.726504898848841e-07, 1.8382442756564366e-07
 2.108570962560886e-08, 3.105953241322322e-08, 1.6264411581195695e-07, 1.726504898848841e-07
 1.8863257445190383e-08, 2.7842864782006383e-08, 1.5363311226510283e-07, 1.6264411581195695e-07
 1.699832281684954e-08, 2.5140270045297332e-08, 1.4547746185948897e-07, 1.5363311226510283e-07
 1.5424448675048814e-08, 2.2841554611520463e-08, 1.3803931589417937e-07, 1.4547746185948897e-07
 1.408145458963006e-08, 2.0884950814492657e-08, 1.312304553888672e-07, 1.3803931589417937e-07
 1.2932585728129217e-08, 1.9203634072479263e-08, 1.2496315398624734e-07, 1.312304553888672e-07
 1.1944998203458215e-08, 1.7753097978998293e-08, 1.1916603917886681e-07, 1.2496315398624734e-07
 1.1092096350564722e-08, 1.6499881051617867e-08, 1.1378542926621392e-07, 1.1916603917886681e-07
 1.0350773826609431e-08, 1.5411576549711753e-08, 1.0875825554463873e-07, 1.1378542926621392e-07
 9.707325747553505e-09, 1.4456873006498206e-08, 1.0402673346105318e-07, 1.0875825554463873e-07
 9.139762941143401e-09, 1.3625776985335963e-08, 9.957393548449347e-08, 1.0402673346105318e-07
 8.643088470636414e-09, 1.289066067394161e-08, 9.534493289843185e-08, 9.957393548449347e-08
 8.208003904202985e-09, 1.2247966890957605e-08, 9.131839991968074e-08, 9.534493289843185e-08
 7.826929504065535e-09, 1.1687781695790496e-08, 8.746190600357589e-08, 9.131839991968074e-08
 7.497257637129532e-09, 1.1197068029711392e-08, 8.375490069240318e-08, 8.746190600357589e-08
 7.211427020044601e-09, 1.0771154491903276e-08, 8.019277083690277e-08, 8.375490069240318e-08
 6.959898747263337e-09, 1.0398145686444475e-08, 7.675664610688663e-08, 8.019277083690277e-08
 6.739938085249593e-09, 1.0068924699992127e-08, 7.342312495648278e-08, 7.675664610688663e-08
 6.545967192000014e-09, 9.781378581734517e-09, 7.017661137319913e-08, 7.342312495648278e-08
 6.37578084970921e-09, 9.530553040465582e-09, 6.7009330604503e-08, 7.017661137319913e-08
 6.227220365012706e-09, 9.312831923915704e-09, 6.391876201467457e-08, 6.7009330604503e-08
 6.0979129798691815e-09, 9.122713586721261e-09, 6.090555662687178e-08, 6.391876201467457e-08
 5.984440209635233e-09, 8.953574229379836e-09, 5.794263269452931e-08, 6.090555662687178e-08
 5.885382752830636e-09, 8.808916964374466e-09, 5.502423748111355e-08, 5.794263269452931e-08
 5.8020197360236786e-09, 8.686346110678462e-09, 5.2137118293601766e-08, 5.502423748111355e-08
 5.732483414651616e-09, 8.579745510887624e-09, 4.9276491335006955e-08, 5.2137118293601766e-08
 5.668566745730486e-09, 8.493963811092573e-09, 4.6450789897138744e-08, 4.9276491335006955e-08
 5.615882078776709e-09, 8.416833090016163e-09, 4.3644472112054315e-08, 4.6450789897138744e-08
 5.571815780104033e-09, 8.353740407933393e-09, 4.0864215479660405e-08, 4.3644472112054315e-08
 5.540378600167154e-09, 8.30264772978761e-09, 3.810199522173251e-08, 4.0864215479660405e-08
 5.514019577415596e-09, 8.265097859329519e-09, 3.5360415774168834e-08, 3.810199522173251e-08
 5.491560575127308e-09, 8.234542086254316e-09, 3.262453380181498e-08, 3.5360415774168834e-08
 5.476700125578295e-09, 8.211921147791004e-09, 2.988939901057929e-08, 3.262453380181498e-08
 5.4683152135750944e-09, 8.198469022116476e-09, 2.715814090391141e-08, 2.988939901057929e-08
 5.461735482257249e-09, 8.189599614787024e-09, 2.4428664030032627e-08, 2.715814090391141e-08
 5.458289643272852e-09, 8.183131861840671e-09, 2.1697879565199537e-08, 2.4428664030032627e-08
 5.45809477085239e-09, 8.179690140402775e-09, 1.896887707822208e-08, 2.1697879565199537e-08
 5.458201841409123e-09, 8.180692477163497e-09, 1.624381169064011e-08, 1.896887707822208e-08
 5.458299370911386e-09, 8.182870265270535e-09, 1.352390080493153e-08, 1.624381169064011e-08
 5.4570895610526145e-09, 8.186532740223966e-09, 1.0813186580270391e-08, 1.352390080493153e-08
 5.460618179685001e-09, 8.184549753370076e-09, 8.100137860061456e-09, 1.0813186580270391e-08
 5.461235565716918e-09, 8.186297974556375e-09, 5.398134752530497e-09, 8.100137860061456e-09
 5.46208803313012e-09, 8.18712539558266e-09, 2.696398752179834e-09, 5.398134752530497e-09
 5.45934375403203e-09, 8.189977485987005e-09, -0.0, 2.696398752179834e-09
 9.354673054799766e-07, 7.080926072595237e-07, 2.2736775261308748e-07, -0.0
 7.475504461637164e-07, 6.208805322484202e-07, 3.5404971573007506e-07, 2.2736775261308748e-07
 5.508088901276321e-07, 5.058109235079239e-07, 3.990810070890154e-07, 3.5404971573007506e-07
 3.990810070899042e-07, 3.991030036704782e-07, 3.9910300367016083e-07, 3.990810070890154e-07
 2.923730872520142e-07, 3.124971365561247e-07, 3.7901513554013046e-07, 3.9910300367016083e-07
 2.1894823645668744e-07, 2.46004370029374e-07, 3.519719025468823e-07, 3.7901513554013046e-07
 1.6805994106536488e-07, 1.9594731040236038e-07, 3.2409352286635965e-07, 3.519719025468823e-07
 1.3210823733910746e-07, 1.583065312670204e-07, 2.9789994442935083e-07, 3.2409352286635965e-07
 1.0612201078964198e-07, 1.29786615991295e-07, 2.742316125965222e-07, 2.9789994442935083e-07
 8.688746008593856e-08, 1.0791989894481745e-07, 2.531958824081026e-07, 2.742316125965222e-07
 7.233533041231072e-08, 9.091826310826792e-08, 2.3461270051208325e-07, 2.531958824081026e-07
 6.111482398354981e-08, 7.751817617821953e-08, 2.1819367422783938e-07, 2.3461270051208325e-07
 5.230149366506984e-08, 6.682325410092866e-08, 2.0365240498439717e-07, 2.1819367422783938e-07
 4.526864193719137e-08, 5.81747866223988e-08, 1.9071625066960242e-07, 2.0365240498439717e-07
 3.957505940737737e-08, 5.1109777230794215e-08, 1.7916695777800853e-07, 1.9071625066960242e-07
 3.491758961974226e-08, 4.527706760051253e-08, 1.6879243267836508e-07, 1.7916695777800853e-07
 3.105953241322322e-08, 4.0411467469959e-08, 1.594274481807401e-07, 1.6879243267836508e-07
 2.7842864782006383e-08, 3.632367887429062e-08, 1.5093051752839378e-07, 1.594274481807401e-07
 2.5140270045297332e-08, 3.286666671904365e-08, 1.4317874642571208e-07, 1.5093051752839378e-07
 2.2841554611520463e-08, 2.9923635776203255e-08, 1.3608271209715156e-07, 1.4317874642571208e-07
 2.0884950814492657e-08, 2.7407390016683297e-08, 1.295491386468538e-07, 1.3608271209715156e-07
 1.9203634072479263e-08, 2.5248231523854137e-08, 1.235126178927664e-07, 1.295491386468538e-07
 1.7753097978998293e-08, 2.3374818231843093e-08, 1.1791282225148639e-07, 1.235126178927664e-07
 1.6499881051617867e-08, 2.1753153931529217e-08, 1.1269712476430781e-07, 1.1791282225148639e-07
 1.5411576549711753e-08, 2.0333867455736528e-08, 1.0780355200142517e-07, 1.1269712476430781e-07
 1.4456873006498206e-08, 1.9090863823747407e-08, 1.0319563743989094e-07, 1.0780355200142517e-07
 1.3625776985335963e-08, 1.8004763046910695e-08, 9.88388191730991e-08, 1.0319563743989094e-07
 1.289066067394161e-08, 1.7048649443619547e-08, 9.470223911544785e-08, 9.88388191730991e-08
 1.2247966890957605e-08, 1.6212942034667843e-08, 9.075821472451363e-08, 9.470223911544785e-08
 1.1687781695790496e-08, 1.5481718058301746e-08, 8.697119233749678e-08, 9.075821472451363e-08
 1.1197068029711392e-08, 1.4839568692125372e-08, 8.332898715459506e-08, 8.697119233749678e-08
 1.0771154491903276e-08, 1.4279484869051065e-08, 7.981976203144396e-08, 8.332898715459506e-08
 1.0398145686444475e-08, 1.3787485678519316e-08, 7.642742512043427e-08, 7.981976203144396e-08
 1.0068924699992127e-08, 1.3353029702493963e-08, 7.313557883822516e-08, 7.642742512043427e-08
 9.781378581734517e-09, 1.2977443659811354e-08, 6.992578583193019e-08, 7.313557883822516e-08
 9.530553040465582e-09, 1.2649128819083544e-08, 6.679160948795312e-08, 6.992578583193019e-08
 9.312831923915704e-09, 1.2362974107956982e-08, 6.372864367748013e-08, 6.679160948795312e-08
 9.122713586721261e-09, 1.212010324663229e-08, 6.073641726953036e-08, 6.372864367748013e-08
 8.953574229379836e-09, 1.1900800081780034e-08, 5.779797542952394e-08, 6.073641726953036e-08
 8.808916964374466e-09, 1.171419740048224e-08, 5.490166662741755e-08, 5.779797542952394e-08
 8.686346110678462e-09, 1.155204669117711e-08, 5.203051769381093e-08, 5.490166662741755e-08
 8.579745510887624e-09, 1.1415781849151636e-08, 4.91907096352119e-08, 5.203051769381093e-08
 8.493963811092573e-09, 1.1298060957030557e-08, 4.637365917606233e-08, 4.91907096352119e-08
 8.416833090016163e-09, 1.1199639407789315e-08, 4.358137942997155e-08, 4.637365917606233e-08
 8.353740407933393e-09, 1.1120745164109782e-08, 4.081312280151462e-08, 4.358137942997155e-08
 8.30264772978761e-09, 1.1063158425744007e-08, 3.806444535127441e-08, 4.081312280151462e-08
 8.265097859329519e-09, 1.1014361639100172e-08, 3.5329860001093626e-08, 3.806444535127441e-08
 8.234542086254316e-09, 1.0975582380598199e-08, 3.2601912863351674e-08, 3.5329860001093626e-08
 8.211921147791004e-09, 1.0945917676633079e-08, 2.987594688490476e-08, 3.2601912863351674e-08
 8.198469022116476e-09, 1.0923759164264472e-08, 2.714927149658196e-08, 2.987594688490476e-08
 8.189599614787024e-09, 1.0908548509253145e-08, 2.442219627708628e-08, 2.714927149658196e-08
 8.183131861840671e-09, 1.089479357726128e-08, 2.169443784376164e-08, 2.442219627708628e-08
 8.179690140402775e-09, 1.089248388602996e-08, 1.8969879414982804e-08, 2.169443784376164e-08
 8.180692477163497e-09, 1.088992242420617e-08, 1.6245989478747153e-08, 1.8969879414982804e-08
 8.182870265270535e-09, 1.0892012264750118e-08, 1.3527563279884961e-08, 1.6245989478747153e-08
 8.186532740223966e-09, 1.0895996699233653e-08, 1.0811203593416501e-08, 1.3527563279884961e-08
 8.184549753370076e-09, 1.0902993894711907e-08, 8.101886081247753e-09, 1.0811203593416501e-08
 8.186297974556375e-09, 1.0912134700401163e-08, 5.3989621735567824e-09, 8.101886081247753e-09
 8.18712539558266e-09, 1.0915202948283871e-08, 2.6992508425841802e-09, 5.3989621735567824e-09
 8.189977485987005e-09, 1.0915788730568786e-08, -0.0, 2.6992508425841802e-09
 7.080926072595237e-07, 5.679506905703158e-07, 1.40155677601984e-07, -0.0
 6.208805322484202e-07, 5.220624879172899e-07, 2.389801069895787e-07, 1.40155677601984e-07
 5.058109235079239e-07, 4.524399863346954e-07, 2.923730872515698e-07, 2.389801069895787e-07
 3.991030036704782e-07, 3.7901513554006693e-07, 3.1249713655580726e-07, 2.923730872515698e-07
 3.124971365561247e-07, 3.125223690129989e-07, 3.125223690133798e-07, 3.1249713655580726e-07
 2.46004370029374e-07, 2.5665766536973065e-07, 3.019148429198686e-07, 3.125223690133798e-07
 1.9594731040236038e-07, 2.1142430902724117e-07, 2.864527437310197e-07, 3.019148429198686e-07
 1.583065312670204e-07, 1.7538871150603566e-07, 2.6938002915362546e-07, 2.864527437310197e-07
 1.29786615991295e-07, 1.4680185400665727e-07, 2.5236489555004465e-07, 2.6938002915362546e-07
 1.0791989894481745e-07, 1.240730375497592e-07, 2.3619424657155305e-07, 2.5236489555004465e-07
 9.091826310826792e-08, 1.0589297706198459e-07, 2.2121261358203486e-07, 2.3619424657155305e-07
 7.751817617821953e-08, 9.122558887792237e-08, 2.074987521505485e-07, 2.2121261358203486e-07
 6.682325410092866e-08, 7.929173906182143e-08, 1.9500393750586727e-07, 2.074987521505485e-07
 5.81747866223988e-08, 6.950785468119656e-08, 1.8365124127799784e-07, 1.9500393750586727e-07
 5.1109777230794215e-08, 6.140835943524962e-08, 1.7333424814772687e-07, 1.8365124127799784e-07
 4.527706760051253e-08, 5.465515480525324e-08, 1.6392683254781153e-07, 1.7333424814772687e-07
 4.0411467469959e-08, 4.89802961827204e-08, 1.5533965958507172e-07, 1.6392683254781153e-07
 3.632367887429062e-08, 4.417622221667393e-08, 1.474735053731468e-07, 1.5533965958507172e-07
 3.286666671904365e-08, 4.0085947869268156e-08, 1.402357154828717e-07, 1.474735053731468e-07
 2.9923635776203255e-08, 3.658841423905119e-08, 1.335664663376316e-07, 1.402357154828717e-07
 2.7407390016683297e-08, 3.358438848013566e-08, 1.2738998015402464e-07, 1.335664663376316e-07
 2.5248231523854137e-08, 3.098828300649452e-08, 1.2163920460075533e-07, 1.2738998015402464e-07
 2.3374818231843093e-08, 2.874298980463169e-08, 1.1629115795117252e-07, 1.2163920460075533e-07
 2.1753153931529217e-08, 2.6781308539681294e-08, 1.1127783828851513e-07, 1.1629115795117252e-07
 2.0333867455736528e-08, 2.5070772985554555e-08, 1.0656054836943605e-07, 1.1127783828851513e-07
 1.9090863823747407e-08, 2.3568502811371736e-08, 1.0210953666305423e-07, 1.0656054836943605e-07
 1.8004763046910695e-08, 2.2249672575902e-08, 9.788270556980796e-08, 1.0210953666305423e-07
 1.7048649443619547e-08, 2.109173694131933e-08, 9.386653170649615e-08, 9.788270556980796e-08
 1.6212942034667843e-08, 2.0074941433394053e-08, 9.002699074814752e-08, 9.386653170649615e-08
 1.5481718058301746e-08, 1.9183026265591683e-08, 8.632904297132042e-08, 9.002699074814752e-08
 1.4839568692125372e-08, 1.8401866239973118e-08, 8.276890333152075e-08, 8.632904297132042e-08
 1.4279484869051065e-08, 1.7716248253079417e-08, 7.932776284091223e-08, 8.276890333152075e-08
 1.3787485678519316e-08, 1.7113623456492494e-08, 7.599296914440892e-08, 7.932776284091223e-08
 1.3353029702493963e-08, 1.6585978584332468e-08, 7.275999279554256e-08, 7.599296914440892e-08
 1.2977443659811354e-08, 1.6122380536777798e-08, 6.959747099120238e-08, 7.275999279554256e-08
 1.2649128819083544e-08, 1.572111660913126e-08, 6.650545477682656e-08, 6.959747099120238e-08
 1.2362974107956982e-08, 1.5375794978256435e-08, 6.348577281615543e-08, 6.650545477682656e-08
 1.212010324663229e-08, 1.5073773966386468e-08, 6.051711410467811e-08, 6.348577281615543e-08
 1.1900800081780034e-08, 1.4814427536121618e-08, 5.761137274822614e-08, 6.051711410467811e-08
 1.171419740048224e-08, 1.4587313920424968e-08, 5.4739515918112425e-08, 5.761137274822614e-08
 1.155204669117711e-08, 1.4395287163342028e-08, 5.189425285178546e-08, 5.4739515918112425e-08
 1.1415781849151636e-08, 1.4229184078174411e-08, 4.907298874309082e-08, 5.189425285178546e-08
 1.1298060957030557e-08, 1.4092295404935919e-08, 4.627523762682109e-08, 4.907298874309082e-08
 1.1199639407789315e-08, 1.3975513383885781e-08, 4.350248518629201e-08, 4.627523762682109e-08
 1.1120745164109782e-08, 1.388026087010849e-08, 4.075553606314884e-08, 4.350248518629201e-08
 1.1063158425744007e-08, 1.3803982919525349e-08, 3.801564856463058e-08, 4.075553606314884e-08
 1.1014361639100172e-08, 1.374691486098436e-08, 3.529108074259166e-08, 3.801564856463058e-08
 1.0975582380598199e-08, 1.3700399637024439e-08, 3.257224815938655e-08, 3.529108074259166e-08
 1.0945917676633079e-08, 1.366532491151716e-08, 2.985378837253616e-08, 3.257224815938655e-08
 1.0923759164264472e-08, 1.364125393561075e-08, 2.713406084157063e-08, 2.985378837253616e-08
